,Metal Symbol,M Number,X Symbol,X Number,Metal Sym Number,Metal Group,Metal Row,Metal Mass,Metal Density,Metal Inter-atomic Distance,Metal Covalent Radius,Metal First Ionization Energy,Metal Electron Affinity,X Sym Number,X Group,X Row,X Mass,X Density,X Inter-atomic Distance,X Covalent Radius,X First Ionization Energy,X Electron Affinity,a,b,c,space_group
TiN2,Ti,1,N,2,22,4,4,47.867,4.54,2.5966283435174167,1.6,6.82812,0.075545,22,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,4.066789545980589,4.066789545980589,4.066789545980589,140
Ti2N,Ti,2,N,1,22,4,4,47.867,4.54,2.5966283435174167,1.6,6.82812,0.075545,22,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,4.960132,4.960132,3.034611,136
Ti3N4,Ti,3,N,4,22,4,4,47.867,4.54,2.5966283435174167,1.6,6.82812,0.075545,22,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,3.012338,9.37639,10.030353,62
Ti5N2,Ti,5,N,2,22,4,4,47.867,4.54,2.5966283435174167,1.6,6.82812,0.075545,22,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,,,,
ReB,Re,1,B,1,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,13,2,10.811,2.34,1.972269889478773,0.84,8.298019,0.27972325,7.533754415450638,7.533754415450638,7.533754415450638,141
ReB2,Re,1,B,2,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,13,2,10.811,2.34,1.972269889478773,0.84,8.298019,0.27972325,2.916969894278136,2.916969894278136,7.503477,194
Re2B,Re,2,B,1,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,13,2,10.811,2.34,1.972269889478773,0.84,8.298019,0.27972325,,,,
Re3B4,Re,3,B,4,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,13,2,10.811,2.34,1.972269889478773,0.84,8.298019,0.27972325,,,,
Re5B2,Re,5,B,2,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,13,2,10.811,2.34,1.972269889478773,0.84,8.298019,0.27972325,,,,
ReC,Re,1,C,1,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,14,2,12.0107,2.2,2.085122400680275,0.76,11.260288,1.262113612,3.08479293090606,3.08479293090606,3.08479293090606,225
ReC2,Re,1,C,2,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,14,2,12.0107,2.2,2.085122400680275,0.76,11.260288,1.262113612,2.5897049743376175,2.5897049743376175,10.040738,194
Re2C,Re,2,C,1,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,14,2,12.0107,2.2,2.085122400680275,0.76,11.260288,1.262113612,2.866025719488574,2.866025719488574,9.915113,194
Re3C4,Re,3,C,4,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,14,2,12.0107,2.2,2.085122400680275,0.76,11.260288,1.262113612,,,,
Re5C2,Re,5,C,2,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,14,2,12.0107,2.2,2.085122400680275,0.76,11.260288,1.262113612,,,,
ReN,Re,1,N,1,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,2.714124,2.714124,2.714124,221
ReN2,Re,1,N,2,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,4.390104,4.390104,2.676564,127
Re2N,Re,2,N,1,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,2.8672533044928206,2.8672533044928206,9.87185,194
Re3N4,Re,3,N,4,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,5.274998,5.873241,10.053127,62
Re5N2,Re,5,N,2,75,7,6,186.207,21.02,2.450214496174702,1.51,7.83352,0.06039663,75,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,,,,
ScB,Sc,1,B,1,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,13,2,10.811,2.34,1.972269889478773,0.84,8.298019,0.27972325,,,,
ScB2,Sc,1,B,2,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,13,2,10.811,2.34,1.972269889478773,0.84,8.298019,0.27972325,4.3317163425589165,4.3317163425589165,4.3317163425589165,227
Sc2B,Sc,2,B,1,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,13,2,10.811,2.34,1.972269889478773,0.84,8.298019,0.27972325,,,,
Sc3B4,Sc,3,B,4,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,13,2,10.811,2.34,1.972269889478773,0.84,8.298019,0.27972325,,,,
Sc5B2,Sc,5,B,2,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,13,2,10.811,2.34,1.972269889478773,0.84,8.298019,0.27972325,,,,
ScC,Sc,1,C,1,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,14,2,12.0107,2.2,2.085122400680275,0.76,11.260288,1.262113612,3.9588883648241455,3.9588883648241455,4.578002,194
ScC2,Sc,1,C,2,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,14,2,12.0107,2.2,2.085122400680275,0.76,11.260288,1.262113612,2.720030483617417,2.720030483617417,4.515532117128501,166
Sc2C,Sc,2,C,1,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,14,2,12.0107,2.2,2.085122400680275,0.76,11.260288,1.262113612,3.3251416161856926,3.3251416161856926,5.668274,164
Sc3C4,Sc,3,C,4,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,14,2,12.0107,2.2,2.085122400680275,0.76,11.260288,1.262113612,7.51921,7.51921,15.081785,128
Sc5C2,Sc,5,C,2,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,14,2,12.0107,2.2,2.085122400680275,0.76,11.260288,1.262113612,,,,
ScN,Sc,1,N,1,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,2.791458,2.791458,2.791458,221
ScN2,Sc,1,N,2,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,,,,
Sc2N,Sc,2,N,1,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,,,,
Sc3N4,Sc,3,N,4,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,,,,
Sc5N2,Sc,5,N,2,21,3,4,44.95591,2.989,2.9230526221566113,1.7,6.56149,0.1882,21,15,2,14.0067,0.808,3.064722544994379,0.71,14.53413,-0.07,,,,
